Date	Amount
7/30/1948 16:00:00	0.005683
8/31/1948 16:00:00	0.005693
9/30/1948 16:00:00	0.005485
10/30/1948 16:00:00	0.005817
11/30/1948 16:00:00	0.005152
12/31/1948 16:00:00	0.005278
1/31/1949 16:00:00	0.005214
2/28/1949 16:00:00	0.004953
3/31/1949 16:00:00	0.005030
4/30/1949 16:00:00	0.004863
5/31/1949 16:00:00	0.004628
6/30/1949 16:00:00	0.004572
7/29/1949 16:00:00	0.004805
8/31/1949 16:00:00	0.004804
9/30/1949 16:00:00	0.004862
10/31/1949 16:00:00	0.004948
11/30/1949 16:00:00	0.004901
12/31/1949 16:00:00	0.005054
1/31/1950 16:00:00	0.005116
2/28/1950 16:00:00	0.005136
3/31/1950 16:00:00	0.005128
4/29/1950 16:00:00	0.005332
5/31/1950 16:00:00	0.005509
6/30/1950 16:00:00	0.005168
7/31/1950 16:00:00	0.005188
8/31/1950 16:00:00	0.005324
9/29/1950 16:00:00	0.005590
10/31/1950 16:00:00	0.005581
11/30/1950 16:00:00	0.005553
12/30/1950 16:00:00	0.005777
1/31/1951 16:00:00	0.006091
2/28/1951 16:00:00	0.006093
3/31/1951 16:00:00	0.005945
4/30/1951 16:00:00	0.006191
5/31/1951 16:00:00	0.005900
6/29/1951 16:00:00	0.005719
7/31/1951 16:00:00	0.006080
8/31/1951 16:00:00	0.006282
9/28/1951 16:00:00	0.006246
10/31/1951 16:00:00	0.006121
11/30/1951 16:00:00	0.006060
12/31/1951 16:00:00	0.006266
1/31/1952 16:00:00	0.006270
2/29/1952 16:00:00	0.005964
3/31/1952 16:00:00	0.006164
4/30/1952 16:00:00	0.005820
5/29/1952 16:00:00	0.005876
6/30/1952 16:00:00	0.006079
7/31/1952 16:00:00	0.006117
8/29/1952 16:00:00	0.005956
9/30/1952 16:00:00	0.005778
10/31/1952 16:00:00	0.005712
11/28/1952 16:00:00	0.005917
12/31/1952 16:00:00	0.006066
1/30/1953 16:00:00	0.005983
2/27/1953 16:00:00	0.005848
3/31/1953 16:00:00	0.005682
4/30/1953 16:00:00	0.005500
5/29/1953 16:00:00	0.005447
6/30/1953 16:00:00	0.005330
7/31/1953 16:00:00	0.005430
8/31/1953 16:00:00	0.005090
9/30/1953 16:00:00	0.005067
10/30/1953 16:00:00	0.005294
11/30/1953 16:00:00	0.005318
12/31/1953 16:00:00	0.005301
1/29/1954 16:00:00	0.005552
2/26/1954 16:00:00	0.005546
3/31/1954 16:00:00	0.005684
4/30/1954 16:00:00	0.005946
5/28/1954 16:00:00	0.006119
6/30/1954 16:00:00	0.006098
7/30/1954 16:00:00	0.006422
8/31/1954 16:00:00	0.006178
9/30/1954 16:00:00	0.006668
10/29/1954 16:00:00	0.006511
11/30/1954 16:00:00	0.007022
12/31/1954 16:00:00	0.007349
1/31/1955 16:00:00	0.007415
2/28/1955 16:00:00	0.007385
3/31/1955 16:00:00	0.007290
4/29/1955 16:00:00	0.007505
5/31/1955 16:00:00	0.007430
6/30/1955 16:00:00	0.007982
7/29/1955 16:00:00	0.008402
8/31/1955 16:00:00	0.008255
9/30/1955 16:00:00	0.008282
10/31/1955 16:00:00	0.007972
11/30/1955 16:00:00	0.008495
12/30/1955 16:00:00	0.008425
1/31/1956 16:00:00	0.008086
2/29/1956 16:00:00	0.008334
3/29/1956 16:00:00	0.008883
4/30/1956 16:00:00	0.008827
5/31/1956 16:00:00	0.008211
6/29/1956 16:00:00	0.008506
7/31/1956 16:00:00	0.008905
8/31/1956 16:00:00	0.008532
9/28/1956 16:00:00	0.008116
10/31/1956 16:00:00	0.008121
11/30/1956 16:00:00	0.008003
12/31/1956 16:00:00	0.008255
1/31/1957 16:00:00	0.007887
2/28/1957 16:00:00	0.007601
3/29/1957 16:00:00	0.007722
4/30/1957 16:00:00	0.007982
5/31/1957 16:00:00	0.008245
6/28/1957 16:00:00	0.008209
7/31/1957 16:00:00	0.008272
8/30/1957 16:00:00	0.007776
9/30/1957 16:00:00	0.007274
10/31/1957 16:00:00	0.007015
11/29/1957 16:00:00	0.007108
12/31/1957 16:00:00	0.006791
1/31/1958 16:00:00	0.007027
2/28/1958 16:00:00	0.006842
3/31/1958 16:00:00	0.007007
4/30/1958 16:00:00	0.007185
5/29/1958 16:00:00	0.007249
6/30/1958 16:00:00	0.007389
7/31/1958 16:00:00	0.007650
8/29/1958 16:00:00	0.007698
9/30/1958 16:00:00	0.008018
10/31/1958 16:00:00	0.008161
11/28/1958 16:00:00	0.008298
12/31/1958 16:00:00	0.008678
1/30/1959 16:00:00	0.008679
2/27/1959 16:00:00	0.008643
3/31/1959 16:00:00	0.008617
4/30/1959 16:00:00	0.008913
5/29/1959 16:00:00	0.009050
6/30/1959 16:00:00	0.008981
7/31/1959 16:00:00	0.009257
8/31/1959 16:00:00	0.009085
9/30/1959 16:00:00	0.008637
10/30/1959 16:00:00	0.008699
11/30/1959 16:00:00	0.008791
12/31/1959 16:00:00	0.008991
1/29/1960 16:00:00	0.008311
2/29/1960 16:00:00	0.008345
3/31/1960 16:00:00	0.008183
4/29/1960 16:00:00	0.007998
5/31/1960 16:00:00	0.008167
6/30/1960 16:00:00	0.008283
7/29/1960 16:00:00	0.008037
8/31/1960 16:00:00	0.008200
9/30/1960 16:00:00	0.007661
10/31/1960 16:00:00	0.007602
11/30/1960 16:00:00	0.007872
12/30/1960 16:00:00	0.008192
1/31/1961 16:00:00	0.008701
2/28/1961 16:00:00	0.008929
3/30/1961 16:00:00	0.009148
4/28/1961 16:00:00	0.009179
5/31/1961 16:00:00	0.009344
6/30/1961 16:00:00	0.009070
